StockCode,CurrentPrice,Elasticity,RecommendedPrice
23306,1.81,-5.8238,1.44
23307,0.68,-0.5,0.82
23308,0.69,-1.0601,0.83
23309,0.74,-0.5,0.89
23310,0.48,-0.5109,0.57
23311,2.97,-0.5,3.56
23312,4.45,-2.5087,3.7
23313,5.54,-0.5,6.65
23314,13.6,-0.5,16.32
23315,10.78,-0.9739,12.93
23316,11.1,-0.913,13.32
23317,11.21,-0.9052,13.45
23318,2.74,-0.5,3.29
23319,2.65,-0.5,3.18
23320,2.8,-1.3846,3.36
23321,1.75,-0.5,2.1
23322,3.13,-4.7771,2.51
23323,2.25,-4.1478,1.8
23324,2.21,-2.3617,1.92
23325,1.81,-2.0905,1.74
23326,2.61,-0.3125,3.13
23327,0.79,-2.1302,0.74
23328,4.84,-0.7948,5.8
23329,1.76,-0.1233,2.12
23330,1.36,-1.9815,1.37
23331,0.78,-0.5,0.94
23332,1.76,-0.5,2.11
23333,1.33,-0.5,1.6
23334,0.79,-3.3631,0.63
23335,2.33,-0.5,2.79
23336,2.6,-0.5,3.12
23337,2.29,-0.5,2.75
23338,2.34,-0.5,2.81
23339,2.51,-0.5,3.01
23340,1.96,-1.6484,2.35
23341,9.93,-0.4365,11.92
23342,8.83,-0.5,10.6
23343,2.42,-5.5145,1.93
23344,2.41,-6.9149,1.93
23345,1.5,-1.3409,1.8
23346,1.52,-2.4779,1.27
23347,1.56,-1.4448,1.87
23348,2.57,-4.2151,2.06
23349,1.54,-0.5,1.85
23350,1.46,-2.6452,1.17
23351,1.51,-3.4899,1.21
23352,1.51,-2.06,1.47
23353,1.0,-0.5515,1.2
23354,0.97,-2.4076,0.83
23355,5.27,-0.5,6.32
23356,6.2,-0.5,7.44
23357,4.97,-0.7482,5.97
23358,4.19,-1.8894,4.45
23359,1.99,-0.5,2.38
23360,2.06,-4.8002,1.65
23365,0.79,-0.8954,0.95
23366,0.81,-0.2729,0.98
23367,0.76,-0.5,0.91
23368,0.78,-0.5,0.94
23369,1.5,-4.3479,1.2
23370,1.53,-1.842,1.67
23371,1.51,-1.9197,1.58
23372,1.61,-3.0005,1.29
23373,0.91,-1.9785,0.92
23374,0.87,-3.7964,0.69
23375,0.94,-2.5844,0.76
23376,0.51,-0.5,0.61
23377,0.56,-2.3582,0.48
23378,0.46,-0.3328,0.55
23379,0.54,-1.632,0.65
23380,0.49,-1.1059,0.58
23381,0.47,-3.6264,0.38
23382,4.66,-0.5,5.59
23388,4.63,-5.2719,3.7
23389,4.52,-3.4157,3.62
23390,4.38,-1.3161,5.26
23391,4.61,-2.0845,4.43
23392,2.68,-0.5,3.22
23393,4.47,-1.6861,5.36
23394,4.93,-0.4498,5.92
23395,4.87,-1.2372,5.84
23396,4.77,-3.5059,3.81
23397,11.57,-2.601,9.4
23398,1.04,-0.4668,1.25
23399,1.1,-4.164,0.88
23400,6.85,-3.0967,5.48
23401,7.09,-1.0149,8.51
23402,4.44,-1.4712,5.33
23403,4.37,-1.1922,5.24
23404,6.02,-1.4106,7.23
23405,5.96,-2.1273,5.62
23406,7.1,-4.1605,5.68
23407,10.68,-0.3846,12.81
23408,2.08,-1.0,2.08
23409,3.81,-1.2661,4.58
23410,8.03,-0.5,9.63
23411,5.84,-2.8842,4.68
23412,7.72,-0.5,9.27
23413,6.27,-1.1028,7.53
23414,10.07,-1.185,12.09
23415,1.45,-1.8366,1.59
23416,1.76,-2.3269,1.54
23417,1.6,-2.122,1.51
23418,2.56,-0.9293,3.07
23419,2.67,-0.0611,3.2
23420,2.33,-2.7339,1.86
23421,2.5,-1.5757,3.0
23422,2.78,-1.8306,3.06
23423,4.54,-2.2848,4.03
23424,6.18,-0.3591,7.41
23425,3.1,-0.7925,3.72
23426,3.33,-0.9306,4.0
23427,12.96,-0.5,15.56
23428,9.92,-1.0,9.915454545454546
23429,8.89,-1.0,8.887391304347826
23430,8.62,-1.0,8.621111111111112
23431,1.34,-0.4643,1.61
23432,1.35,-0.5,1.62
23433,1.5,-0.5,1.8
23434,0.88,-2.004,0.88
23435,0.9,-2.223,0.81
23436,1.44,-1.7642,1.67
23437,1.42,-1.5524,1.71
23438,1.37,-2.0939,1.31
23439,2.22,-0.5,2.67
23440,2.02,-1.0,2.022
23441,0.42,-1.0,0.42
23442,2.08,-1.0,2.08
23444,15.19,-1.2279,18.23
23445,0.87,-0.5,1.04
23446,1.58,-1.0,1.5833333333333333
23447,1.6,-1.0,1.5999999999999999
23448,1.65,-1.0,1.6499999999999997
23449,1.25,-1.0,1.25
23451,2.27,-0.5,2.72
23452,2.07,-0.5019,2.49
23453,1.99,-0.5,2.38
23454,4.49,-0.5,5.39
23455,2.87,-74.3145,2.29
23456,4.12,-32.2671,3.29
23457,5.1,-0.5,6.13
23458,14.95,-0.5,17.94
23459,12.5,-1.0,12.5
23460,9.9,-29.4484,7.92
23461,4.53,-0.5,5.43
23462,20.7,-0.5,24.84
23463,11.21,-1.109,13.45
23464,6.21,-0.5,7.46
23465,8.77,-1.6018,10.53
23466,10.08,-1.1825,12.1
23467,4.37,-1.3132,5.24
23468,8.25,-1.0,8.25
23469,4.64,-1.9771,4.7
23470,6.81,-1.0482,8.17
23471,10.15,-0.5,12.19
23472,16.06,-0.0156,19.27
23473,0.95,-1.0555,1.14
23474,1.04,-0.5,1.25
23475,0.96,-0.5,1.15
23476,1.47,-0.5,1.76
23477,1.72,-2.2505,1.54
23478,1.51,-4.4162,1.21
23479,8.26,-4.4914,6.61
23480,4.42,-0.6749,5.31
23481,1.28,-4.2887,1.03
23482,1.77,-0.5,2.12
23483,2.38,-0.3725,2.85
23484,3.67,-2.852,2.94
23485,24.79,-10.0349,19.83
23486,17.81,-0.5,21.38
23487,10.37,-0.5,12.44
23489,3.22,-0.1335,3.87
23490,3.96,-0.5,4.75
23491,8.46,-4.7295,6.77
23492,8.55,-0.5,10.26
23493,2.15,-0.5,2.58
23494,6.8,-0.5,8.17
23495,1.72,-0.6791,2.07
23496,1.56,-0.5,1.87
23497,1.62,-0.5,1.95
23498,1.65,-1.0,1.6500943396226415
23499,0.48,-0.5,0.58
23500,1.38,-0.5,1.66
23501,1.49,-0.254,1.79
23502,1.3,-0.5,1.56
23503,1.28,-0.7605,1.53
23504,1.35,-1.6381,1.62
23505,1.35,-0.647,1.62
23506,0.46,-1.4267,0.55
23507,0.47,-2.8588,0.38
23508,0.47,-2.65,0.37
23509,0.48,-0.8274,0.58
23510,0.5,-2.9069,0.4
23511,2.33,-4.1737,1.86
23512,2.31,-3.5741,1.85
23513,2.31,-4.7782,1.84
23514,2.35,-0.5,2.82
23515,2.39,-2.8428,1.91
23516,3.85,-0.5,4.62
23517,3.45,-2.8507,2.76
23518,3.09,-3.9757,2.47
23519,4.48,-0.2711,5.38
23520,3.96,-1.4038,4.75
23521,4.2,-4.8041,3.36
23522,3.68,-2.485,3.08
23523,3.93,-1.311,4.72
23524,4.32,-1.599,5.19
23525,4.16,-5.5261,3.33
23526,8.25,-2.4626,6.94
23527,3.99,-1.089,4.79
23528,4.78,-3.9241,3.82
23529,4.34,-3.6156,3.47
23530,5.57,-0.5,6.68
23531,7.66,-6.5982,6.12
23532,5.3,-2.657,4.25
23533,6.17,-1.5121,7.4
23534,7.53,-3.7572,6.03
23535,7.42,-0.5,8.9
23536,6.79,-4.3892,5.44
23537,6.94,-0.228,8.33
23538,5.75,-4.2162,4.6
23539,6.59,-1.1176,7.91
23540,8.42,-0.0135,10.11
23541,9.71,-5.41,7.77
23542,9.78,-0.9533,11.74
23543,8.53,-4.6244,6.82
23544,7.52,-0.5,9.03
23545,0.42,-13.8217,0.34
23546,0.42,-0.5,0.5
23547,0.42,-0.5,0.5
23548,0.42,-1.0,0.42
23549,0.42,-0.5,0.5
23550,0.42,-18.8706,0.34
23551,0.51,-0.0913,0.62
23552,2.26,-1.0,2.2625806451612904
23553,13.29,-4.2009,10.63
23554,13.03,-6.0563,10.42
23555,12.88,-4.357,10.3
23556,12.61,-5.7257,10.09
23557,13.18,-1.8235,14.59
23558,13.09,-6.4043,10.47
23559,2.85,-0.5,3.42
23560,3.52,-1.0,3.51962962962963
23561,3.41,-1.0,3.40875
23562,3.27,-1.0,3.267777777777778
23564,1.76,-0.7372,2.11
23565,1.85,-3.9669,1.48
23566,1.76,-2.4402,1.49
23567,1.82,-1.678,2.19
23568,1.75,-3.193,1.4
23569,5.29,-0.5,6.35
23570,1.43,-0.5,1.71
23571,1.89,-0.5,2.26
23574,7.5,-1.0,7.5
23575,2.58,-1.0,2.5823529411764703
23576,2.4,-1.0,2.4010526315789473
23578,2.42,-1.0,2.417142857142857
23579,2.59,-0.5,3.11
23580,2.2,-1.0,2.2015384615384614
23581,2.25,-3.1103,1.8
23582,2.21,-1.1916,2.66
23583,1.8,-2.64,1.45
23597,3.17,-0.5,3.81
23598,3.23,-0.5,3.87
23601,2.49,-1.0,2.49
23602,2.91,-1.0,2.91
23603,2.49,-1.0,2.4899999999999998
23604,1.66,-1.0,1.66
23605,2.91,-1.0,2.91
23607,1.66,-1.0,1.66
23608,2.91,-1.0,2.91
23609,2.91,-1.0,2.91
23610,2.08,-1.0,2.08
23611,2.49,-1.0,2.49
23612,1.66,-1.0,1.66
23613,2.49,-1.0,2.49
23614,3.33,-1.0,3.33
23615,2.49,-1.0,2.49
23616,2.49,-1.0,2.4899999999999998
23617,2.91,-1.0,2.91
23619,2.49,-1.0,2.49
23620,2.49,-1.0,2.4899999999999998
23621,2.49,-1.0,2.49
23623,2.91,-1.0,2.91
23624,2.49,-1.0,2.49
23625,4.99,-1.0,4.99
23626,2.49,-1.0,2.49
23627,2.49,-1.0,2.49
23628,2.91,-1.0,2.91
23629,2.49,-1.0,2.49
23630,2.74,-1.0,2.74
23632,2.08,-1.0,2.08
23633,2.49,-1.0,2.49
23634,2.91,-1.0,2.91
23635,4.16,-1.0,4.16
23636,2.91,-1.0,2.91
23637,2.49,-1.0,2.49
23638,2.91,-1.0,2.91
23639,3.33,-1.0,3.33
23640,2.49,-1.0,2.49
23643,3.33,-1.0,3.33
23644,3.33,-1.0,3.3299999999999996
23645,2.49,-1.0,2.49
23646,2.49,-1.0,2.49
23649,2.49,-1.0,2.49
23650,2.49,-1.0,2.49
23652,2.91,-1.0,2.91
23654,2.49,-1.0,2.49
23660,2.24,-1.6697,2.69
23661,2.23,-0.4163,2.68
23664,1.65,-1.0,1.65
23681,1.86,-4.8333,1.49
23691,0.42,-97.1717,0.33
23692,0.42,-1.0,0.42
23694,0.59,-1.0,0.5885365853658536
23695,0.5,-3.4375,0.4
23697,0.52,-0.5,0.62
23702,8.5,-1.0,8.5
23843,2.08,-1.0,2.08
30086C,1.7,-1.0,1.7
35001B,3.49,-1.0,3.49
35001G,4.2,-1.2418,5.04
35001P,3.49,-1.0,3.49
35001W,4.06,-0.5,4.87
35004B,6.72,-1.3277,8.06
35004C,7.66,-0.2996,9.19
35004G,6.25,-1.6885,7.5
35004P,6.81,-0.5,8.17
35004S,7.28,-1.0,7.283333333333332
35004c,12.73,-23.4714,10.18
35004p,12.72,-1.0,12.72
35004s,13.0,-1.0,13.0
35015,0.09,-0.6166,0.11
35051B,0.42,-1.0,0.42
35071,2.08,-1.0,2.084285714285714
35085E,1.17,-0.4955,1.4
35095A,0.64,-2.2465,0.58
35095B,0.62,-2.8064,0.5
35096A,0.67,-4.6447,0.54
35096B,0.46,-1.2827,0.56
35160,0.82,-14.0404,0.65
35233,3.75,-1.0,3.75
35240,8.49,-1.0,8.49
35241,6.08,-0.0056,7.29
35265,3.66,-0.5,4.39
35271S,0.23,-1.7649,0.27
35400,10.46,-1.8317,11.51
35443,0.85,-1.0,0.85
35471A,1.61,-1.0673,1.94
35471D,1.24,-1.8307,1.37
35537,0.42,-1.0,0.42
35591T,1.25,-1.0,1.25
35594,0.98,-0.7423,1.18
35596,0.85,-1.0,0.85
35597A,1.25,-1.0,1.25
35597B,1.51,-0.5,1.82
35597D,0.58,-4.3402,0.47
35598A,2.95,-1.0,2.9500000000000006
35598B,2.62,-0.9309,3.15
35598C,2.95,-1.0,2.9500000000000006
35598D,1.68,-1.3142,2.02
35599B,5.8,-0.8546,6.96
35599D,4.77,-1.5741,5.72
35600D,7.08,-0.8968,8.5
35603B,0.42,-1.0,0.42
35603C,0.69,-0.5,0.83
35607A,0.33,-0.5713,0.39
35607B,0.28,-0.8289,0.33
35609A,0.82,-0.6413,0.99
35610A,1.61,-2.9595,1.29
35610B,1.13,-5.316,0.91
35610C,1.47,-2.6939,1.18
35611B,2.23,-1.0,2.23
35633B,0.19,-1.0,0.19000000000000003
35637A,6.41,-0.823,7.7
35637C,6.51,-0.7217,7.81
35638A,3.95,-1.2519,4.74
35638B,6.6,-0.8544,7.92
35644,1.95,-1.0,1.9500000000000002
35645,5.5,-0.4436,6.6
35646,2.4,-0.806,2.88
35647,1.77,-1.6652,2.12
35648,1.82,-1.2369,2.19
35649,3.06,-1.965,3.12
35650,4.95,-1.0,4.95
35651,3.62,-0.9343,4.34
35652,3.62,-1.0,3.625
35653,3.78,-1.5556,4.54
35654,4.95,-1.0,4.95
35751C,0.47,-1.0,0.47
35751D,0.19,-1.0,0.19
35793,3.78,-1.0,3.776875
35809A,2.48,-1.6583,2.98
35809B,2.57,-0.7075,3.09
35809a,4.16,-0.5,4.99
35810A,2.34,-1.4125,2.8
35810B,2.28,-0.7443,2.73
35811A,2.91,-2.6084,2.36
35815B,1.69,-1.0,1.6866666666666665
35815P,1.12,-1.9658,1.14
35816B,1.4,-1.0,1.4000000000000001
35816P,1.14,-1.7779,1.31
35817B,2.7,-1.0,2.6999999999999997
35817P,1.59,-0.9506,1.91
35818B,1.15,-1.1049,1.38
35818C,3.43,-1.0,3.43
35818P,1.04,-1.1334,1.25
35819B,0.69,-1.479,0.83
35819P,0.5,-0.5,0.61
35821B,0.38,-1.0,0.38000000000000006
35821P,2.95,-1.0,2.95
35822B,0.38,-1.0,0.38
35822P,0.38,-1.0,0.38
35823P,2.95,-1.0,2.95
35824B,0.81,-2.1373,0.76
35824C,0.94,-1.8883,0.99
35824P,0.75,-1.0,0.75
35832,3.7,-2.2087,3.38
35833G,1.71,-0.5,2.05
35833P,2.32,-0.5,2.78
35837,0.85,-1.0,0.85
35838A,1.16,-0.6454,1.39
35838B,0.85,-1.0,0.85
35840,3.76,-1.0,3.7590909090909093
35909A,2.95,-1.0,2.95
35909B,2.95,-1.0,2.95
35910A,1.95,-1.0,1.9499999999999997
35910B,2.52,-1.6141,3.02
35911A,1.51,-0.607,1.81
35911B,1.5,-2.1302,1.41
35912B,1.83,-0.8367,2.2
35913B,1.03,-0.6263,1.24
35914,1.67,-1.1497,2.0
35915A,1.27,-1.0,1.27
35915B,1.22,-1.4339,1.47
35915C,1.35,-2.4948,1.13
35916A,1.04,-1.4176,1.25
35916B,0.98,-1.344,1.18
35916C,1.24,-1.0143,1.49
35918B,1.25,-1.0,1.25
35920,1.67,-1.7042,2.0
35921,2.83,-0.6332,3.39
35922,7.11,-1.3189,8.53
35923,1.27,-1.336,1.52
35924,2.76,-2.65,2.21
35930,0.38,-1.0,0.38
35931,0.48,-0.5,0.58
35932,0.54,-0.7848,0.64
35933,0.7,-1.0681,0.84
35936,0.38,-1.0,0.38
35937,0.38,-0.5,0.46
35945,1.95,-1.0,1.95
35950,1.25,-1.0,1.25
35951,1.19,-0.5209,1.42
35953,0.82,-2.1349,0.77
35954,1.22,-0.6693,1.46
35955,0.37,-1.0,0.374
35957,1.2,-0.8368,1.44
35958,0.96,-3.4231,0.77
35961,1.15,-1.1442,1.37
35962,2.81,-2.6211,2.28
35963,0.38,-4831595884424584.0,0.3
35964,1.11,-2.0733,1.08
35965,3.29,-0.5125,3.95
35966,0.68,-0.9961,0.82
35967,0.79,-0.4226,0.95
35968,0.69,-0.6009,0.83
35969,1.91,-1.5562,2.29
35970,2.26,-3.3408,1.8
35971,1.78,-2.2754,1.59
35972,1.76,-0.858,2.11
35973,1.25,-1.0,1.25
35974,3.75,-1.0,3.75
35976B,1.25,-1.0,1.25
35979,3.82,-0.5,4.59
35980B,0.38,-1.0,0.38
35980C,0.45,-0.5,0.54
35981C,0.65,-0.8098,0.78
35991,0.87,-1.0058,1.04
35995,0.76,-1.0,0.756
35999,2.55,-1.0,2.55
37112,3.75,-1.0,3.75
37326,1.95,-1.0,1.9533333333333331
37327,1.63,-0.4039,1.96
37330,2.31,-0.9137,2.77
37333,6.83,-0.5,8.19
37340,3.45,-0.9562,4.14
37342,2.1,-1.7482,2.46
37343,2.08,-0.9394,2.5
37345,4.04,-1.3425,4.85
37348,2.55,-1.0,2.55
37351,3.75,-1.3388,4.5
37352,1.11,-2.696,0.88
37370,5.5,-0.5,6.59
37379A,8.0,-0.6833,9.6
37379B,0.88,-1.0,0.8833333333333333
37399,0.97,-1.0,0.9733333333333333
37408,1.25,-1.0,1.25
37409,0.85,-1.0,0.85
37410,7.56,-0.4388,9.07
37413,0.41,-0.3225,0.49
37422,1.35,-0.3685,1.63
37423,1.33,-2.3899,1.14
37424,1.28,-4.1464,1.02
37432,0.65,-1.0,0.65
37438,3.75,-1.0,3.75
37441,4.98,-0.5022,5.98
37444A,3.19,-0.8144,3.82
37444B,3.79,-1.7758,4.33
37444C,4.5,-0.1929,5.41
37446,1.87,-0.5,2.24
37447,2.0,-1.7915,2.26
37448,1.79,-1.598,2.15
37449,11.18,-0.5,13.42
37450,3.46,-2.2732,3.08
37451,4.95,-1.0,4.95
37461,1.61,-0.2438,1.93
37462B,0.75,-3.2553,0.6
37462E,0.66,-1.1838,0.79
37464,1.76,-1.9682,1.79
37467,2.64,-0.7646,3.17
37468,1.35,-0.4309,1.62
37471,3.66,-1.481,4.39
37474,10.78,-0.6934,12.93
37475,10.56,-0.53,12.67
37476,11.44,-0.7207,13.72
37477B,3.75,-1.0,3.75
37477C,3.75,-1.0,3.75
37479B,3.08,-0.5076,3.69
37479P,2.16,-0.4942,2.59
37481,2.55,-1.0,2.55
37482B,5.19,-1.046,6.23
37482P,3.94,-0.8004,4.73
37482b,17.35,-1.0,17.35
37482p,17.35,-1.0,17.35
37483,2.47,-1.0,2.4669230769230768
37484,6.75,-1.0,6.75
37485,4.6,-54.1057,3.68
37487B,0.29,-1.0,0.29
37488A,1.41,-0.6805,1.7
37489A,1.28,-0.1799,1.54
37489B,1.08,-0.3011,1.3
37489C,1.61,-0.4255,1.93
37489D,0.82,-0.2847,0.98
37491A,2.74,-0.1436,3.29
37491B,2.3,-0.0873,2.76
37491C,2.12,-0.5,2.54
37491D,2.7,-0.3333,3.24
37492A,4.27,-1.0,4.274545454545454
37492B,3.67,-2.2632,3.29
37492C,3.81,-3.5966,3.05
37492D,4.2,-2.77,3.36
37494A,4.45,-3.2286,3.56
37494a,6.04,-1.0,6.04
37495,4.14,-1.8065,4.64
37500,9.24,-0.5682,11.09
37501,7.33,-0.5,8.8
37502,3.31,-0.5,3.97
37503,11.72,-1.1299,14.06
37506,5.95,-1.0,5.95
37508,2.6,-0.5,3.13
37509,2.55,-1.0,2.55
40001,1.07,-2.1878,0.99
40002,0.85,-1.0,0.85
40003,1.52,-1.6339,1.82
40005B,0.85,-1.0,0.85
40016,1.89,-0.6654,2.27
40018E,2.82,-0.3255,3.39
40018F,2.28,-2.3647,1.98
40046A,1.8,-1.7007,2.16
40046C,1.25,-1.0,1.25
44089A,0.42,-1.0,0.42
44089C,0.42,-1.0,0.42
44091A,0.42,-1.0,0.42
44091C,0.57,-0.5555,0.68
44092B,0.85,-1.0,0.85
44092C,0.85,-1.0,0.85
44217M,3.62,-1.0,3.616666666666667
44228,0.85,-1.0,0.85
44230,9.16,-0.5,10.99
44234,0.38,-0.6675,0.45
44235,0.42,-30.9546,0.33
44236,2.87,-0.7535,3.44
44241C,0.85,-1.0,0.85
44242A,1.02,-1.0,1.02
44242B,1.15,-2.2047,1.05
44265,4.25,-1.0,4.25
45008C,12.16,-0.7497,14.6
45013,2.9,-15.0149,2.32
45014,4.65,-1.0,4.65
45016,5.95,-2.0953,5.69
46000M,1.55,-1.0,1.55
46000P,4.25,-1.0,4.25
46000R,1.45,-1.0,1.45
46000S,1.45,-1.0,1.45
46000U,1.25,-1.0,1.25
46037A,1.25,-1.0,1.25
46115B,0.19,-0.5,0.23
46118,3.1,-0.6755,3.72
46126A,1.59,-0.2392,1.91
46137D,2.95,-1.0,2.95
46138B,2.68,-0.3012,3.21
46138D,1.95,-1.0,1.95
46307,5.16,-0.5,6.19
46775A,14.04,-2.3482,12.23
46775B,16.95,-1.0,16.95
46775D,12.66,-0.2377,15.19
46775E,13.27,-1.5503,15.92
46776A,4.36,-1.3513,5.23
46776B,4.26,-1.4161,5.11
46776C,4.32,-0.9924,5.19
46776D,4.28,-0.5,5.14
46776E,4.19,-1.2434,5.03
46776F,4.21,-1.0418,5.05
46776a,4.13,-1.0,4.13
46776b,4.13,-1.0,4.13
46776e,4.13,-1.0,4.13
46776f,4.13,-1.0,4.13
47013A,0.28,-0.5,0.33
47013C,0.35,-0.0887,0.42
47016,2.1,-1.0,2.1
47021G,2.23,-0.9729,2.67
47310M,1.66,-1.1277,1.99
47341A,2.32,-1.0369,2.79
47341B,1.79,-0.9037,2.14
47343A,1.23,-1.0725,1.48
47344B,1.08,-1.8283,1.19
47347B,1.64,-3.1662,1.31
47348A,0.85,-0.4805,1.02
47351B,2.92,-39.8885,2.34
47367B,3.53,-0.898,4.23
47369A,3.15,-0.4103,3.78
47369B,3.16,-0.7196,3.79
47420,0.19,-82453088880177.5,0.15
47421,0.42,-14.7096,0.33
47422,0.42,-19.712,0.33
47469,0.63,-9.3865,0.51
47471,0.94,-1.0448,1.13
47480,2.27,-2.0086,2.26
47481,1.12,-0.7082,1.35
47502,14.81,-2.2831,13.18
47503A,0.63,-2.6493,0.51
47503E,1.21,-3.3871,0.96
47503F,1.53,-3.0182,1.23
47503G,1.57,-3.3374,1.26
47503H,1.95,-0.557,2.34
47503J,10.89,-1.6218,13.07
47503J ,16.13,-1.0,16.13
47503K,2.25,-3.3973,1.8
47504E,1.85,-0.5,2.22
47504F,1.67,-2.2065,1.53
47504G,1.92,-0.6846,2.3
47504H,2.13,-1.5644,2.55
47504J,14.82,-1.0,14.825
47504K,1.89,-1.2004,2.27
47505,5.33,-0.5,6.4
47518F,0.41,-0.8059,0.5
47518f,4.19,-0.0,5.03
47552A,1.95,-1.0,1.95
47554,2.55,-1.0,2.55
47556,2.55,-1.0,2.55
47556B,3.2,-3.642,2.56
47556b,5.91,-1.0,5.91
47559B,1.41,-2.1424,1.32
47559b,3.29,-0.5,3.95
47562,3.75,-1.0,3.75
47563A,3.37,-1.0186,4.04
47563B,3.75,-1.0,3.75
47566,5.72,-2.9201,4.58
47566B,5.29,-0.5,6.35
47566b,8.32,-33.0897,6.66
47567B,6.21,-1.7891,7.05
47567b,12.91,-1.0,12.906666666666666
47568,2.54,-0.5,3.05
47569,2.55,-1.0,2.55
47570,12.24,-2.2047,11.2
47570B,11.78,-2.3116,10.38
47570b,21.18,-0.5,25.42
47574A,2.32,-0.7518,2.78
47574B,4.25,-1.0,4.25
47578A,1.03,-1.5085,1.24
47579,2.55,-0.5,3.06
47580,3.15,-0.2285,3.78
47581B,16.22,-0.043,19.47
47583A,26.3,-1.0,26.30333333333333
47583B,21.96,-1.0,21.958333333333332
47585A,4.45,-1.8612,4.81
47586A,2.34,-2.4158,2.0
47587A,1.23,-2.2453,1.11
47589,5.59,-1.6483,6.71
47590A,5.79,-3.6819,4.63
47590B,5.74,-2.7804,4.59
47590a,11.02,-1.0,11.02
47590b,10.81,-18.7789,8.65
47591A,1.65,-0.5,1.99
47591B,1.67,-2.7238,1.34
47591C,2.09,-0.5,2.51
47591D,2.12,-2.4298,1.8
47591b,4.19,-1.0,4.1899999999999995
47591c,4.21,-1.0,4.21
47591d,4.99,-0.5,5.99
47592A,1.84,-0.5,2.21
47592B,1.93,-3.1259,1.55
47593A,0.94,-0.7045,1.13
47593B,0.8,-2.245,0.72
47593a,2.51,-1.0,2.51
47593b,0.83,-1.0,0.83
47594A,2.1,-1.0283,2.52
47594B,2.15,-0.7512,2.58
47594a,4.21,-1.0,4.21
47597,1.96,-5.1076,1.57
47598,0.76,-0.5,0.91
47599A,2.29,-2.1798,2.12
47599B,2.22,-2.5582,1.82
48103,7.05,-4.8691,5.64
48111,8.81,-3.0774,7.04
48116,8.81,-2.5284,7.29
48129,8.22,-2.7729,6.58
48138,8.04,-4.4842,6.43
48173A,6.75,-1.0,6.75
48173C,7.91,-5.3016,6.33
48173c,15.74,-0.5,18.88
48175,5.02,-1.0,5.02
48179,9.74,-1.0,9.736363636363636
48184,8.24,-3.2273,6.59
48185,9.18,-2.7196,7.34
48187,8.09,-4.2337,6.47
48188,8.51,-3.3921,6.81
48189,9.07,-2.9881,7.26
48194,8.59,-2.6759,6.88
48195,8.18,-1.0241,9.81
48197,9.61,-0.3222,11.53
51008,3.4,-35.1228,2.72
51012C,1.25,-1.0,1.25
51012L,1.25,-1.0,1.25
51014A,0.83,-2.2468,0.74
51014C,0.83,-2.4034,0.71
51014L,0.78,-1.6668,0.93
51014c,0.83,-1.0,0.83
51020A,0.84,-2.2166,0.77
51020B,0.97,-1.4486,1.17
62018,1.8,-9.8165,1.44
62043B,1.24,-0.9295,1.49
62074B,0.42,-1.0,0.42
62086A,1.95,-1.0,1.95
62094B,3.95,-1.8671,4.26
62095B,1.56,-3.3152,1.25
62096A,2.23,-1.096,2.67
62096B,2.32,-0.4297,2.78
62097A,2.95,-1.0,2.9500000000000006
62097B,1.36,-1.0,1.36
70006,1.99,-2.7494,1.59
70007,2.16,-1.1321,2.59
71028B,1.84,-1.7491,2.15
71038,5.41,-9.9806,4.33
71050,0.35,-1.0,0.35
71053,4.49,-2.25,4.04
71101A,0.85,-1.0,0.85
71101E,0.84,-7.3333,0.67
71143,2.0,-1.2573,2.4
71215,0.41,-11.18,0.33
71270,1.64,-0.8812,1.97
71279,3.85,-1.2377,4.61
71403,4.57,-1.9843,4.6
71406C,0.47,-2.4423,0.39
71434B,2.55,-1.0,2.55
71459,1.11,-0.0796,1.34
71477,3.74,-1.6772,4.49
71495A,0.64,-2.6665,0.51
71495B,0.54,-3.6471,0.43
71496A,1.07,-2.1651,1.0
71496B,0.59,-1.7943,0.67
71510,0.79,-5.3334,0.63
72008,0.44,-2.3497,0.38
72023F,1.35,-1.7223,1.61
72024U,0.21,-1.0,0.21
72038P,0.15,-1.4365,0.18
72045D,2.98,-1.0,2.98
72051S,0.66,-0.7814,0.79
72083A,2.1,-1.0,2.1
72084B,1.95,-1.0,1.95
72122,1.13,-0.4698,1.36
72127,1.31,-1.5178,1.57
72128,0.89,-2.3585,0.77
72129,0.7,-1.3897,0.84
72130,0.68,-1.7387,0.8
72131,1.68,-2.6116,1.36
72132,1.72,-2.0365,1.69
72133,1.33,-1.2372,1.59
72134,0.92,-1.7892,1.05
72140E,0.89,-2.988,0.71
72140F,0.42,-15.8549,0.33
72225C,0.27,-3.5113,0.22
72225D,0.27,-6.8637,0.21
72232,0.19,-0.5,0.23
72267,2.17,-0.5,2.61
72349B,2.43,-1.4857,2.92
72349b,4.17,-5.343,3.33
72351A,2.3,-2.352,2.0
72351B,2.37,-0.5,2.85
72351a,4.19,-0.5,5.02
72369A,1.75,-1.9546,1.79
72484,1.21,-1.817,1.35
72487,1.15,-1.0,1.1528571428571428
72529W,2.46,-2.8677,1.97
72529w,4.3,-1.0,4.3
72586,0.59,-3.497,0.47
72598,1.19,-1.764,1.37
72606A,0.42,-1.0,0.42
72708,0.21,-1.0,0.21000000000000002
72709,0.85,-1.0,0.85
72715,0.42,-1.0,0.42
72724,1.25,-1.0,1.25
72728,0.85,-47.3562,0.68
